,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Visibilities bw6 [1/s],,,3495841.4732834417,259168378.32160106,4001355.3523477935,259168378.32160106,,,,,,,,,,,,,507696.39930947736,1566939.8485684295,1566939.8485684295,5203870.390054841,,,,,,,,,3739189.8124173456,11540578.747011723,11540578.747011723,16446153.148886476,16446153.148886476,16446153.148886476,,,2700948.7115189806,4668237.333820918,4668237.333820918,8102621.311450598,4668237.333820918,4668237.333820918,8102621.311450598,35010730.818072766,35010730.818072766,12632338.080090325,29241291.63496894,29241291.63496894,9474283.349799573,29241291.63496894,29241291.63496894
Visibilities bw7 [1/s],,,6212656.336739426,495393215.1353213,6704745.990194433,495393215.1353213,,,,,,,,,,,,,,,,,,,,,,,,,7309735.630606024,22560725.281398576,22560725.281398576,,,,,,4693363.563614301,7822187.717989075,7822187.717989075,14783794.402442912,7822187.717989075,7822187.717989075,14783794.402442912,68442638.40578821,68442638.40578821,27438845.46191793,57163929.21354139,57163929.21354139,18521263.393653788,57163929.21354139,57163929.21354139
Visibilities bw8 [1/s],,,2885117.4156286195,156858909.7132084,3566547.8263684846,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,3703216.3463683575,8572200.799852684,8572200.799852684,,,,,,2292797.0490677897,4160964.4218790988,4160964.4218790988,7021571.898381179,4160964.4218790988,4160964.4218790988,7021571.898381179,26005551.376176804,26005551.376176804,10425687.79268989,21720077.7258466,21720077.7258466,9383137.04346221,21720077.7258466,21720077.7258466
Visibilities bw9 [1/s],,,3965308.2549622064,137193016.99216768,4765720.8937347615,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,3958681.1618062654,18327123.937945276,18327123.937945276,,,,,,2859448.4396927357,5559997.492158847,5559997.492158847,10007930.689177454,5559997.492158847,5559997.492158847,1620607.1462675103,6002189.549808465,6002189.549808465,16717356.321762979,46436916.91469365,46436916.91469365,10030429.562601425,46436916.91469365,46436916.91469365
Visibilities bw10 [1/s],,,391853.12836589164,9832946.63164279,403672.5791156481,9832946.63164279,,,,,,,,,,,,,,,,,,,,,,,,,502971.12372070557,1552372.5816993127,1552372.5816993127,,,,,,290645.5617541059,470950.507895712,470950.507895712,847706.270065889,470950.507895712,470950.507895712,,,,1416018.7250512568,3933372.1611527153,3933372.1611527153,1274418.5479127844,3933372.1611527153,3933372.1611527153
Visibilities bw11 [1/s],,,232527.14258117645,4214119.9733702345,266156.9809855564,4214119.9733702345,,,,,,,,,,,,,,,,,,,,,,,,,248721.5326627335,767655.8672308879,767655.8672308879,,,,,,179656.62740066016,310515.94265843043,310515.94265843043,628791.79835944,310515.94265843043,310515.94265843043,,,,1400455.840206934,1945071.904603555,1945071.904603555,630205.8546826786,1945071.904603555,1945071.904603555
-- Geometry --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.09440398684029373,0.09440398684029373,0.8580149336490602,0.8580149336490602,17.04886816211769,17.04886816211769,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,1.4098307776762335,1.4098307776762335,1.4098307776762335,1.4098307776762335,2.179085545775391,2.179085545775391,2.179085545775391,2.203297607395118,2.3177546259610975,2.3177546259610975,2.3177546259610975,2.3206973331141834,17.82888173816229,17.82888173816229,17.82888173816229,1.961176991197852,1.961176991197852,1.961176991197852,0.8580149336490602,0.8580149336490602,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093
Delta W earth1 [lambda],0.37761594736117493,0.37761594736117493,1.9305336007103855,1.9305336007103855,38.3599533647648,38.3599533647648,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,3.172119249771525,3.172119249771525,3.172119249771525,3.172119249771525,4.902942477994629,4.902942477994629,4.902942477994629,4.957419616639014,5.214947908412469,5.214947908412469,5.214947908412469,5.221568999506912,40.11498391086515,40.11498391086515,40.11498391086515,4.412648230195167,4.412648230195167,4.412648230195167,1.9305336007103855,1.9305336007103855,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221
Delta W earth2 [lambda],1.5104637894446997,1.5104637894446997,3.432059734596241,3.432059734596241,68.19547264847075,68.19547264847075,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,5.639323110704934,5.639323110704934,5.639323110704934,5.639323110704934,8.716342183101563,8.716342183101563,8.716342183101563,8.813190429580471,9.27101850384439,9.27101850384439,9.27101850384439,9.282789332456733,71.31552695264917,71.31552695264917,71.31552695264917,7.844707964791408,7.844707964791408,7.844707964791408,3.432059734596241,3.432059734596241,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837
Delta W earth3 [lambda],6.041855157778799,6.041855157778799,7.722134402841542,7.722134402841542,153.4398134590592,153.4398134590592,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,12.6884769990861,12.6884769990861,12.6884769990861,12.6884769990861,19.611769911978516,19.611769911978516,19.611769911978516,19.829678466556057,20.859791633649877,20.859791633649877,20.859791633649877,20.88627599802765,160.4599356434606,160.4599356434606,160.4599356434606,17.650592920780667,17.650592920780667,17.650592920780667,7.722134402841542,7.722134402841542,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884
Delta W earth4 [lambda],24.167420631115196,24.167420631115196,21.450373341226506,21.450373341226506,426.22170405294224,426.22170405294224,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,22.095927434162466,35.245769441905836,35.245769441905836,35.245769441905836,35.245769441905836,54.47713864438477,54.47713864438477,54.47713864438477,55.08244018487794,,,,,445.72204345405726,445.72204345405726,445.72204345405726,49.0294247799463,49.0294247799463,49.0294247799463,13.728238938384964,13.728238938384964,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,51.45063094191895,349.5616396348023,349.5616396348023,349.5616396348023,349.5616396348023,349.5616396348023,349.5616396348023
Delta W earth5 [lambda],,,42.04273174880395,42.04273174880395,835.3945399437669,835.3945399437669,,,,,,,,,,,,,69.08170810613544,69.08170810613544,69.08170810613544,69.08170810613544,,,,,,,,,873.6152051699522,873.6152051699522,873.6152051699522,96.09767256869475,96.09767256869475,96.09767256869475,,,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,100.84323664616115,685.1408136842125,685.1408136842125,685.1408136842125,685.1408136842125,685.1408136842125,685.1408136842125
Delta W earth6 [lambda],,,103.81980697153628,103.81980697153628,2062.9130476162404,2062.9130476162404,,,,,,,,,,,,,90.22916977127895,90.22916977127895,90.22916977127895,90.22916977127895,,,,,,,,,2157.294690317637,2157.294690317637,2157.294690317637,196.1176991197852,196.1176991197852,196.1176991197852,,,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,249.02105375888772,1691.8783358324433,1691.8783358324433,1691.8783358324433,1691.8783358324433,1691.8783358324433,1691.8783358324433
Delta W earth7 [lambda],,,193.05336007103855,193.05336007103855,3835.99533647648,3835.99533647648,,,,,,,,,,,,,,,,,,,,,,,,,4011.4983910865153,4011.4983910865153,4011.4983910865153,,,,,,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,463.0556784772706,3146.0547567132207,3146.0547567132207,3146.0547567132207,3146.0547567132207,3146.0547567132207,3146.0547567132207
Delta W earth8 [lambda],,,277.99683850229553,277.99683850229553,5523.833284526131,5523.833284526131,,,,,,,,,,,,,,,,,,,,,,,,,5776.557683164582,5776.557683164582,5776.557683164582,,,,,,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,666.8001770072697,4530.318849667038,4530.318849667038,4530.318849667038,4530.318849667038,4530.318849667038,4530.318849667038
Delta W earth9 [lambda],,,415.2792278861451,415.2792278861451,8251.652190464962,8251.652190464962,,,,,,,,,,,,,,,,,,,,,,,,,8629.178761270548,8629.178761270548,8629.178761270548,,,,,,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,996.0842150355509,742.9471108013097,742.9471108013097,742.9471108013097,6767.513343329773,6767.513343329773,6767.513343329773,6767.513343329773,6767.513343329773,6767.513343329773
Delta W earth10 [lambda],,,580.0180951467647,580.0180951467647,11525.034877591559,11525.034877591559,,,,,,,,,,,,,,,,,,,,,,,,,12052.324054997707,12052.324054997707,12052.324054997707,,,,,,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,1391.2250606694886,,,,9452.146735725055,9452.146735725055,9452.146735725055,9452.146735725055,9452.146735725055,9452.146735725055
Delta W earth11 [lambda],,,772.2134402841542,772.2134402841542,15343.98134590592,15343.98134590592,,,,,,,,,,,,,,,,,,,,,,,,,16045.993564346061,16045.993564346061,16045.993564346061,,,,,,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,1852.2227139090824,,,,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883,12584.219026852883
Delta W snapshot0 [lambda],2.1183602457850474,2.334883700446229,109.31285559435537,64.50125028129966,11016.966800156253,8872.850050870984,1.338229917295469,0.6904977660624019,1.1843373509554862,1.1561512526802769,1.380995421662211,0.6904977660624019,1.1843373509554862,1.1561512526802769,1.380995421662211,0.6904977660624019,1.1843373509554862,1.1561512526802769,85.37638549828468,48.65250097072566,84.26953828960528,104.70993301334492,615.6192590339698,88.57651854710811,158.78684274877787,646.5065026672676,715.7632224351054,122.7315171327993,197.94603489143282,941.5917760458798,5235.38352936388,1975.496384061678,4459.802406872991,65.40856156721112,54.615401256284144,97.08750043582529,37.13106836166487,24.068773954980884,530.2286658874096,140.01830232564737,270.92302503140434,125.83076891681044,140.01830232564737,270.92302503140434,101.75144186882343,42.969099231609086,84.51736290899264,2131.9663415635955,1174.955290728122,2614.4364851136847,2496.228477800298,1174.955290728122,2614.4364851136847
Delta W snapshot1 [lambda],4.236720491570095,4.669767400892458,163.96928339153305,96.75187542194949,16525.45020023438,13309.275076306476,2.676459834590938,1.3809955321248037,2.3686747019109724,2.3123025053605537,2.761990843324422,1.3809955321248037,2.3686747019109724,2.3123025053605537,2.761990843324422,1.3809955321248037,2.3686747019109724,2.3123025053605537,128.06457824742702,72.97875145608849,126.40430743440791,157.06489952001738,923.4288885509546,132.86477782066214,238.1802641231668,969.7597540009014,1073.6448336526582,184.09727569919895,296.91905233714925,1412.3876640688195,7853.075294045821,2963.2445760925175,6689.703610309487,98.11284235081669,81.92310188442622,145.63125065373794,55.69660254249731,36.103160932471326,795.3429988311145,210.02745348847105,406.3845375471065,188.74615337521564,210.02745348847105,406.3845375471065,152.62716280323517,64.45364884741363,126.77604436348896,3197.9495123453935,1762.4329360921831,3921.6547276705273,3744.3427167004475,1762.4329360921831,3921.6547276705273
Delta W snapshot2 [lambda],8.47344098314019,9.339534801784916,218.62571118871074,129.00250056259932,22033.933600312506,17745.700101741968,5.352919669181876,2.7619910642496075,4.737349403821945,4.624605010721107,5.523981686648844,2.7619910642496075,4.737349403821945,4.624605010721107,5.523981686648844,2.7619910642496075,4.737349403821945,4.624605010721107,170.75277099656935,97.30500194145132,168.53907657921056,209.41986602668985,1231.2385180679396,177.15303709421622,317.57368549755574,1293.0130053345351,1431.5264448702108,245.4630342655986,395.89206978286563,1883.1835520917596,10470.76705872776,3950.992768123356,8919.604813745982,130.81712313442225,109.23080251256829,194.17500087165058,74.26213672332975,48.13754790996177,1060.4573317748193,280.03660465129474,541.8460500628087,251.66153783362088,280.03660465129474,541.8460500628087,203.50288373764687,85.93819846321817,169.03472581798528,4263.932683127191,2349.910581456244,5228.8729702273695,4992.456955600596,2349.910581456244,5228.8729702273695
Delta W snapshot3 [lambda],16.94688196628038,18.679069603569832,327.9385667830661,193.50375084389898,33050.90040046876,26618.550152612952,10.705839338363752,5.523982128499215,9.47469880764389,9.249210021442215,11.047963373297687,5.523982128499215,9.47469880764389,9.249210021442215,11.047963373297687,5.523982128499215,9.47469880764389,9.249210021442215,256.12915649485404,145.95750291217698,252.80861486881582,314.12979904003475,1846.8577771019093,265.7295556413243,476.3605282463336,1939.5195080018027,2147.2896673053165,368.1945513983979,593.8381046742985,2824.775328137639,15706.150588091641,5926.489152185035,13379.407220618974,196.22568470163338,163.84620376885243,291.2625013074759,111.39320508499462,72.20632186494265,1590.685997662229,420.0549069769421,812.769075094213,377.4923067504313,420.0549069769421,812.769075094213,305.25432560647033,128.90729769482726,253.55208872697793,6395.899024690787,3524.8658721843663,7843.309455341055,7488.685433400895,3524.8658721843663,7843.309455341055
Delta W snapshot4 [lambda],33.89376393256076,37.358139207139665,546.5642779717768,322.50625140649834,55084.834000781266,44364.25025435492,21.411678676727504,11.04796425699843,18.94939761528778,18.49842004288443,22.095926746595374,11.04796425699843,18.94939761528778,18.49842004288443,22.095926746595374,11.04796425699843,18.94939761528778,18.49842004288443,426.88192749142337,243.2625048536283,421.3476914480264,523.5496650667246,3078.096295169849,442.8825927355405,793.9342137438894,3232.5325133363376,,,,,26176.917646819402,9877.481920308392,22299.012034364958,327.04280783605566,273.0770062814207,485.43750217912645,148.5242734466595,96.27509581992354,2651.1433294370486,700.0915116282368,1354.6151251570218,629.1538445840522,700.0915116282368,1354.6151251570218,508.7572093441172,214.84549615804542,422.5868145449632,10659.831707817979,5874.77645364061,13072.182425568424,12481.142389001492,5874.77645364061,13072.182425568424
Delta W snapshot5 [lambda],,,765.1899891604876,451.50875196909766,77118.76760109377,62109.95035609689,,,,,,,,,,,,,597.6346984879928,340.5675067950796,589.8867680272369,732.9695310934144,,,,,,,,,36647.684705547166,13828.474688431748,31218.616848110938,457.85993097047793,382.307808793989,679.612503050777,,,3711.6006612118676,980.1281162795316,1896.4611752198305,880.815382417673,980.1281162795316,1896.4611752198305,712.260093081764,300.7836946212636,591.6215403629485,14923.764390945169,8224.687035096855,18301.055395795793,17473.599344602088,8224.687035096855,18301.055395795793
