,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
"W kernel support bw, ff1 [pixels]",80.78575407247907,86.62235435293779,80.40727132734324,81.62885750310451,80.27797028616452,87.53417677749694,81.04774004447276,80.34252230078549,80.26775456670428,82.09121855776156,80.70838124170994,80.34252230078549,80.26775456670428,82.09121855776156,80.70838124170994,80.34252230078549,80.26775456670428,82.09121855776156,84.03139101124813,81.16215071494689,82.2525002727373,88.82832649562022,82.46077266630186,82.25211531332828,80.81949584430089,89.19040251876037,83.83637414475372,82.1398527877715,81.50592050490862,148.21931633748648,80.88099021716438,80.43768715317408,80.42049797803543,82.02877729498343,81.56458900257016,81.07604767133476,82.34001875987951,81.23457644031002,80.96313272968706,81.67993010153624,81.29163420635213,81.16436095538424,81.67993010153624,81.29163420635213,80.96313272968706,81.67993010153624,81.29163420635213,80.45402546656703,80.45372101974766,80.30303254088075,80.63412221759285,80.45372101974766,80.30303254088075
"W kernel support bw, ff2 [pixels]",81.38921572068773,91.43468605522796,80.62656087749296,82.49680732351597,80.42779312521445,91.35909496297509,81.85033150171378,80.60670275079919,80.47440869749856,83.67667082759732,81.25283262716937,80.60670275079919,80.47440869749856,83.67667082759732,81.25283262716937,80.60670275079919,80.47440869749856,83.67667082759732,86.13613209009335,81.7839117177129,83.4463308227665,93.26660960008942,83.7626608057938,83.4457457800826,81.25922371231573,93.79831965709083,85.84255453847122,83.27507838924731,82.30921481894912,174.52271664700885,81.35346695664713,80.67329540378735,80.64688493458112,83.10610490548133,82.39875570984182,81.65216960150993,83.57930307635478,81.89467366216888,81.47929960774252,82.57469967628226,81.98189897096167,81.78729259563697,82.57469967628226,81.98189897096167,81.47929960774252,82.57469967628226,81.98189897096167,80.69839604118201,80.69792834037807,80.46633183649185,80.97491617229458,80.69792834037807,80.46633183649185
"W kernel support bw, ff3 [pixels]",82.41798056007597,99.18705584608567,81.14851007807407,84.53738272751414,80.7848666456179,99.92812385233464,83.21440269991284,81.05942237768532,80.82885523610945,86.3400194032385,82.1818407263445,81.05942237768532,80.82885523610945,86.3400194032385,82.1818407263445,81.05942237768532,80.82885523610945,86.3400194032385,90.97763720925718,83.25247727233351,86.2362965867181,103.12622536363503,86.79923257120167,86.2352540668379,82.30144975122559,104.01176135368777,90.46495273093247,85.93091173892172,84.2000665242726,225.54261982987643,82.47261133878038,81.23391193964414,81.18565451954038,85.6291539199837,84.36114303587908,83.01411914000563,86.47311388108014,83.45265458354864,82.70091124359136,84.67727890336998,83.61015289158289,83.2585904406638,84.67727890336998,83.61015289158289,82.70091124359136,84.67727890336998,83.61015289158289,81.27976491251587,81.2789106319431,80.85542565595061,81.78418609128211,81.2789106319431,80.85542565595061
"W kernel support bw, ff4 [pixels]",84.24013857751781,111.83056314241276,82.45529037752509,89.501298315006,81.68179078201494,118.9461152624233,85.61808776455453,81.8685678030453,81.46334304505565,90.94588300870404,83.82985825447764,81.8685678030453,81.46334304505565,90.94588300870404,83.82985825447764,81.8685678030453,81.46334304505565,90.94588300870404,102.2376724588452,86.86251249995455,92.93544641582804,124.71417912251454,94.0605864971696,92.93335704679407,84.88431340513732,126.29604621605324,,,,,85.2419888896527,82.63642448383388,82.53409660465975,91.7149932741631,89.14156046563673,86.36878465846203,89.7865605013838,85.26398746379537,85.71792620277387,89.78636929944086,87.60086449919598,86.87515728265824,89.78636929944086,87.60086449919598,85.71792620277387,89.78636929944086,87.60086449919598,82.73359552112422,82.73178565917667,81.83215903413651,83.79884955393437,82.73178565917667,81.83215903413651
"W kernel support bw, ff5 [pixels]",87.33244559108627,131.0644229337994,84.03335800895258,95.25396226597287,82.77046050927744,138.85058658866066,89.66393182694814,83.26263205543387,82.55944218156705,98.48326058330805,86.63370899873719,83.26263205543387,82.55944218156705,98.48326058330805,86.63370899873719,83.26263205543387,82.55944218156705,98.48326058330805,114.59465984672387,91.10643148130005,100.56926340434235,147.03277411756943,,,,,,,,,88.52847572810917,84.32810022327902,84.16163767514064,98.69013594361186,94.69197780400998,90.32362327378878,,,89.28820105452243,95.69856752324829,92.27297349288203,91.12645050594637,95.69856752324829,92.27297349288203,89.28820105452243,95.69856752324829,92.27297349288203,84.48606419414897,84.48312300464701,83.01651468181325,86.21091597765566,84.48312300464701,83.01651468181325
"W kernel support bw, ff6 [pixels]",101.16194914900204,159.65520239454457,87.78433598789067,108.09274863535171,85.3815088801862,178.64789521909339,96.42749329367187,85.67888818870694,85.67888818870694,110.61159822381487,91.39686520331279,85.67888818870694,85.67888818870694,110.61159822381487,91.39686520331279,85.67888818870694,85.67888818870694,110.61159822381487,120.97578279425997,93.40097992152654,104.60655307190453,158.1894928344074,,,,,,,,,96.12053551248128,88.34095633849665,88.02678026175316,110.08433715473541,103.89253398877055,97.0009810128618,,,97.50009556261922,108.86708189964708,102.84965810484586,100.807428208008,108.86708189964708,102.84965810484586,97.50009556261922,108.86708189964708,102.84965810484586,88.63864479292575,88.63310597873169,85.85199038796574,91.86195729719745,88.63310597873169,85.85199038796574
"W kernel support bw, ff7 [pixels]",159.70660523889669,221.63153696577206,92.10588599036087,121.81077742869756,88.42763296886,217.30123641558313,134.0030777094642,105.2182451797207,105.2182451797207,139.37666996587268,120.40452481861578,105.2182451797207,105.2182451797207,139.37666996587268,120.40452481861578,105.2182451797207,105.2182451797207,139.37666996587268,,,,,,,,,,,,,104.55332949002258,92.95147506489623,92.47448208782825,,,,,,106.57418444714133,122.90804067844348,114.325752848259,111.38147771993751,122.90804067844348,114.325752848259,106.57418444714133,122.90804067844348,114.325752848259,93.40275852078925,93.39436786657033,89.15157520507945,98.24940187508832,93.39436786657033,89.15157520507945
"W kernel support bw, ff8 [pixels]",,,95.61408842405734,132.3348388520066,90.92772109885287,245.4078888253017,,,,,,,,,,,,,,,,,,,,,,,,,111.20132639190743,96.68547690695641,96.08137076478752,,,,,,113.7002177426455,133.66512041788891,123.2215930455018,119.61618302505042,133.66512041788891,123.2215930455018,113.7002177426455,133.66512041788891,123.2215930455018,97.25641480824238,97.24580475924125,91.85357884488614,103.35347856070993,97.24580475924125,91.85357884488614
"W kernel support bw, ff9 [pixels]",,,100.55047163438837,146.4554958556681,94.48305337698663,281.7818087615883,,,,,,,,,,,,,,,,,,,,,,,,,120.31554027717604,101.92800845056586,101.15168954142929,,,,,,123.43864239636983,148.08368942307686,148.08368632514882,130.79375653624476,148.08368942307686,148.08368632514882,123.43864239636983,148.08368942307686,148.08368632514882,102.66074923765996,102.64714065475029,95.68751642962683,110.43271146244263,102.64714065475029,95.68751642962683
"W kernel support bw, ff10 [pixels]",,,111.98724492466839,160.5441499791272,98.23645810105202,317.03012957499357,,,,,,,,,,,,,,,,,,,,,,,,,129.58771839015012,107.38802228851081,106.43909883547452,,,,,,133.31630322523569,179.28508883765528,179.28508883765528,142.0609356862394,179.28508883765528,179.28508883765528,133.31630322523569,179.28508883765528,179.28508883765528,108.28264094055598,108.26603496433695,99.72531014092665,117.71550977674302,108.26603496433695,99.72531014092665
"W kernel support bw, ff11 [pixels]",,,125.93436521389373,174.524175608057,102.14163957177493,351.2915433972006,,,,,,,,,,,,,,,,,,,,,,,,,138.9291203599814,112.99916883002237,111.87902975386837,,,,,,143.24381554854935,214.7472212021009,214.7472212021009,153.32947825063513,214.7472212021009,214.7472212021009,143.24381554854935,214.7472212021009,214.7472212021009,114.05412737545201,114.03455450360737,103.91698648480772,125.1207312714665,114.03455450360737,103.91698648480772
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],2.7608417429632683,19.752554594303994,9.369991249919998,18.739982499839996,4.438401241476556,18.739982499839996,21.233680393016744,3.932294571383314,7.864589142766628,15.285619380493202,14.155926202850305,3.932294571383314,7.864589142766628,15.285619380493202,14.155926202850305,3.932294571383314,7.864589142766628,15.285619380493202,0.5761538004559678,0.10669706984124505,0.10669706984124505,0.19444051509900548,0.17402055271259745,0.048340006811269924,0.0019448739823673706,0.09724369911836853,0.033561853697201445,0.00932305350938801,0.00932305350938801,0.019522198847968665,9.217020112932722,1.706863782796064,3.413727565592128,0.015666347282520105,0.007833173641260053,0.015666347282520105,0.10960103558537394,0.05480051779268697,18.6411959061079,5.17812683307621,10.35625366615242,18.739982499839996,5.17812683307621,10.35625366615242,18.6411959061079,5.17812683307621,10.35625366615242,15.569297212707173,4.324819141782733,8.649638283565466,18.739982499839996,4.324819141782733,8.649638283565466
Working (cache) memory [TeraBytes],0.3870611888454481,4.629403016830178,0.22179409013038015,1.9564908643258971,0.06360420387061967,20.983634655813553,0.21007332685949814,0.03998409398934762,0.03998409398934762,0.1206470145419997,0.1095142024948033,0.03998409398934762,0.03998409398934762,0.1206470145419997,0.1095142024948033,0.03998409398934762,0.03998409398934762,0.1206470145419997,0.010407997401470382,0.0011556255410051003,0.007895928252457234,0.06506485392100281,0.001300083994838351,0.0021032470419847216,1.8283708205062334e-05,0.037334660159538235,0.0005181594127145151,0.00029487135221847237,0.00017298310460516354,0.18755255075711355,0.1133615115710747,0.048541954122543036,0.04569077335568989,0.030930910251096785,0.02083061037297167,0.01180693071210181,0.00544308134586832,0.002061979490319191,0.26247995085417364,2.2932833708676355,2.2932833708676355,0.35016456335161933,2.2932833708676355,2.2932833708676355,0.26247995085417364,2.2932833708676355,2.2932833708676355,0.09359904156487757,0.12986658040198432,0.07059779445961606,0.17452714786742513,0.12986658040198432,0.07059779445961606
Visibility I/O Rate [TeraBytes/s],1.533800968312927,10.973641441279998,5.205550694399998,10.411101388799995,2.4657784674869756,10.411101388799995,9.830407589359602,2.184608095212952,4.369216190425904,8.492010766940668,6.553669538356622,2.184608095212952,4.369216190425904,8.492010766940668,6.553669538356622,2.184608095212952,4.369216190425904,8.492010766940668,0.26673787058146653,0.0592761499118028,0.0592761499118028,0.10802250838833637,0.08056507070027658,0.0268555593395944,0.0010804855457596503,0.05402427728798252,0.021188038950253434,0.007062919325293945,0.007062919325293945,0.01478954458179444,4.267138941172557,0.9482576571089243,1.8965153142178486,0.35380188081572056,0.2122811284894323,0.4245622569788646,0.13838514594112872,0.08303108756467721,8.63018328986477,2.8767371294867834,5.753474258973567,8.675917823999997,2.8767371294867834,5.753474258973567,8.63018328986477,2.8767371294867834,5.753474258973567,7.208007968845914,2.4026773009904074,4.805354601980815,8.675917823999997,2.4026773009904074,4.805354601980815
Inter-Facet I/O Rate [TeraBytes/s],0.0036773581782893507,0.48199869114474175,0.12430069733505276,16.292341001100034,0.07915261882373263,10.374692054464283,0.0012615462655638924,0.0002115075281390462,0.005287688203476155,0.015863064610428464,0.0005606872291395077,0.0002115075281390462,0.005287688203476155,0.015863064610428464,0.0005606872291395077,0.0002115075281390462,0.005287688203476155,0.015863064610428464,0.0017606813912709417,0.00029519121024204164,0.005124847400035446,0.04723059363872666,0.008257057281839382,8.652228137882296e-05,0.00012459208518550506,0.30303286369033533,0.003735672868281195,3.9144567854645945e-05,0.0005871685178196893,0.09033910731448663,0.024655440930655886,0.0028706016426740377,0.07176504106685094,0.013260354964310954,0.01620710051193561,0.40517751279839026,0.0034242616345744542,0.005859292130271844,0.32341241961508493,0.0033889047170457378,0.11861166509660082,0.02910711776535764,0.0033889047170457378,0.11861166509660082,0.012936496784603397,0.0033889047170457378,0.11861166509660082,0.01195810627148213,0.0031326009989498427,0.15663004994749213,0.0269057391108348,0.0031326009989498427,0.15663004994749213
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],4.19217969770288,20.082672833672035,14.230956836935952,36.398360635151995,6.435252721005392,23.015406188907455,14.600342951428821,5.785220911357469,6.160676116197634,13.947525136574349,9.599949974014036,5.785220911357469,6.160676116197634,13.947525136574349,9.599949974014036,5.785220911357469,6.160676116197634,13.947525136574349,0.45018130629762937,0.17944936519387814,0.17965174792623068,0.46788373737462835,0.14297846398717232,0.08806096070078029,0.006824268537289348,0.283575013601776,0.044344080257105525,0.026702999889321993,0.026669739211008014,0.08620896595898529,5.873161093480311,2.4934986544419218,2.4723925286924175,0.9134309002733146,0.6155029745419776,0.7663438720368909,0.26231891969641613,0.28748366839608364,11.836954475799692,7.398467767899839,7.561897482804513,12.812704396174459,7.398467767899839,7.561897482804513,11.836954475799692,7.398467767899839,7.561897482804513,9.600027445548328,6.1179746764021505,6.240678569938378,11.954718959810291,6.1179746764021505,6.240678569938378
-> IFFT [PetaFLOPS],0.0055768078058906915,0.0026389807541372014,0.058792699934523324,0.005944103964934985,0.01572925582881269,0.003400979716252052,0.11079084120472144,0.010431532468439196,0.004917671424092571,0.0006113347419907961,0.0499527797426989,0.010431532468439196,0.004917671424092571,0.0006113347419907961,0.0499527797426989,0.010431532468439196,0.004917671424092571,0.0006113347419907961,0.008111920237550318,0.0008366328374864161,0.0005110961117980083,4.8766262295837496e-05,0.0013662265142665407,0.0006950088851444982,5.7246190715351735e-05,1.87652128919281e-05,0.0005229331269359871,0.00020334500631836585,5.151075500922222e-05,9.434037076894684e-06,0.06622103040694372,0.009551070279257555,0.003923986071418183,0.005449731762191717,0.003966301317242368,0.002039346069731887,0.00206577913566837,0.0003881067066871314,0.13305750704848007,0.04344753187830474,0.020733275697926358,0.2636486094708712,0.04344753187830474,0.020733275697926358,0.13305750704848007,0.04344753187830474,0.020733275697926358,0.05230142524874579,0.013604793262825897,0.0071242860318181936,0.12038915526275709,0.013604793262825897,0.0071242860318181936
-> Solve [PetaFLOPS],,,,,,,0.7964876350910112,,,,0.5310071272698734,,,,0.5310071272698734,,,,0.0037426551521417867,,,,0.0018016068649730488,,,,0.0006461634192008793,,,,0.09541753349650654,,,0.38592006738664414,,,0.008439442877122812,,0.19297951431286806,,,0.19400218366604205,,,0.19297951431286806,,,0.16117826951728545,,,0.19400218366604205,,
-> Reprojection Predict [PetaFLOPS],0.0038243693588206553,0.0018097157883008377,0.03784083050068808,0.0042091674782103175,0.009364747273192222,0.0020248456678803716,0.07759963706708,0.00037674527883597,0.003552132915271741,0.0004986695714885423,0.03540914075801197,0.00037674527883597,0.003552132915271741,0.0004986695714885423,0.03540914075801197,0.00037674527883597,0.003552132915271741,0.0004986695714885423,0.005822198204179511,3.098689373685289e-05,0.0003448292996240775,3.901367931297823e-05,0.001026425619845902,2.4473014317204944e-05,4.445419812220456e-05,1.5321647442232674e-05,0.0004044432174447667,7.585442180314889e-06,3.843043513692918e-05,7.173757476329103e-06,0.04032566960242704,0.005710462397681077,0.002346100934732068,0.003592428800251521,0.000130728040427504,0.00134432406479364,0.0014806457843079216,0.0002781752168931691,0.08338855087460467,0.00128960423328475,0.012308050171778329,0.16523137981136302,0.00128960423328475,0.012308050171778329,0.08338855087460467,0.00128960423328475,0.012308050171778329,0.032057977682467875,0.00040518028469306886,0.004243534152767213,0.07303145754089035,0.00040518028469306886,0.004243534152767213
-> Degrid [PetaFLOPS],0.07334000047501604,0.8161816157719448,0.31312971304714793,4.874410951472676,0.08034944749286732,1.3369902700761425,0.2598483817551449,0.022799251418724926,0.045501249942622564,0.35429997067070446,0.1208261608344152,0.022799251418724926,0.045501249942622564,0.35429997067070446,0.1208261608344152,0.022799251418724926,0.045501249942622564,0.35429997067070446,0.012130759406209673,0.0013039931876372326,0.0010505382935906402,0.03637287432893027,0.004026570288072688,0.0005643589900053697,0.00015177113432725085,0.019797177348849067,0.0015120236151820875,0.00015654034082023433,0.0001527918483418985,0.0034610921472343174,0.10257322423638807,0.034537452836253334,0.013686230680794857,0.006418435563210183,0.0035759666797130357,0.006427869597422217,0.0028882113321351335,0.0016553261051219905,0.18651315145371347,0.039085787474542694,0.07241239017543738,0.3528015233287714,0.039085787474542694,0.07241239017543738,0.18651315145371347,0.039085787474542694,0.07241239017543738,0.11845470951410464,0.01768885943297555,0.03188951980523361,0.2302957948548374,0.01768885943297555,0.03188951980523361
