,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
AW kernel support bw5 [uv-pixels],,,,,,,,,,298.1147482796174,11.303479968081929,11.303480068102155,10.70568908641212,10.790369118669918,11.2608922106667,33.93486468872628,298.1147482796174,11.008273977263114,145.45088083182608,11.251644772817222,11.251644838262981,10.554658610576473,12.029847156499528,11.859426479597262,27.152158948972147,145.45088083182608,10.260766738533059,47.036049008222165,10.889670355533159,10.8896703869766,10.75876376140049,11.053637609947161,10.726254312056055,19.513156287592103,47.036049008222165,10.027762347024156,26.649558917264923,10.855528407870795,10.855528322186814,10.729335024073878,11.013115709411505,10.6980456534865,16.571135671491568,26.649558917264923,10.008148123472035,44.39165164795698,10.607583055481294,10.607583080592322,10.54725903479778,10.766383151792368,10.52517736479618,19.178131534940444,44.39165164795698,10.024631171861023
AW kernel support bw6 [uv-pixels],,,,,,,,,,425.80210794232977,12.4444308492421,12.444431028913398,11.351339248198972,11.508708506032058,12.367838474287748,46.812841892865166,425.80210794232977,13.516669699948297,206.3442156837779,12.351183398620847,12.351183516522214,11.068341831596674,13.725676833391717,13.42899463157909,36.95408705887058,206.3442156837779,10.980953701987623,65.65897730696503,11.692119478619528,11.692119536508368,11.450079072789366,11.992438501971112,11.389641321733317,25.62354036754579,65.65897730696503,10.107501135470821,36.21828175379036,11.629193195241408,11.629193037144116,11.395374380971287,11.918502882443107,11.337089713804437,21.114236228927986,36.21828175379036,10.031620143302284,61.86658230155549,11.167859178600613,11.16785922572787,11.0543971630546,11.46422483235128,11.012738297957238,25.11611789329294,61.86658230155549,10.095412244670142
AW kernel support bw7 [uv-pixels],,,,,,,,,,544.9939733241398,13.695953461780547,13.69595372259029,12.084553382485687,12.319920398914094,13.584664487759397,58.79397535328595,544.9939733241398,17.634628312333724,262.7960861803776,13.560435743301884,13.560435914854148,11.657937036005618,15.52938792887845,15.109104225619932,46.14051306427915,262.7960861803776,12.34461638758563,82.89524450630238,12.592676644783591,12.592676730617528,12.23238082256003,13.035927668253386,12.141957298719085,31.47823819336718,82.89524450630238,10.270888910006642,45.19352698201891,12.499279976435625,12.499279741547193,12.150542903038524,12.927173028166834,12.063177602588942,25.556298606274776,45.19352698201891,10.080083114554055,78.049826969966,11.808471278945534,11.808471350097555,11.636797626484027,12.25351778942821,11.573576066359479,30.81560852890964,78.049826969966,10.24062403233818
AW kernel support bw8 [uv-pixels],,,,,,,,,,630.6479475186711,14.673560486769173,14.673560807462342,12.67266337461421,12.967674850224608,14.536637716152086,67.34652379855694,630.6479475186711,21.59235362190306,303.1600723625007,14.506806457940304,14.506806669189194,12.135036324755369,16.909029790446844,16.399578893844986,52.7163569886831,303.1600723625007,13.812695205387783,95.17936607806455,13.308251055050654,13.308251162017859,12.858077382554576,13.858993452985807,12.744714032174675,35.70882788984629,95.17936607806455,10.464309491478819,51.62030852193496,13.191782511400309,13.191782218292863,12.755484636078197,13.724159910536335,12.645816615852635,28.796699372357036,51.62030852193496,10.138111283032472,89.58506033686311,12.325190511355318,12.325190601115247,12.10829208614628,12.884553757188154,12.028246410200039,34.93730442776355,89.58506033686311,10.412835488091822
AW kernel support bw9 [uv-pixels],,,,,,,,,,741.1662045209579,16.003765856998914,16.003766255345344,13.491098969190912,13.865522627129838,17.23732802703356,78.30115219238517,741.1662045209579,27.79729669166598,355.0179938230039,15.796471809279316,15.79647207209326,12.804351177740982,18.756066788357643,18.132630944923463,61.150626477784485,355.0179938230039,16.321786389219383,110.90518476482559,14.295869558358824,14.295869693218085,13.72660975991944,14.987886941252041,13.582693391407417,41.163546962828285,110.90518476482559,10.834205100243812,59.86479922880176,14.148920929393912,14.148920559298537,13.596377092124637,14.818882359844936,13.456944658674212,32.998372887415314,59.86479922880176,10.251061618874445,104.35228550512826,13.04793824421529,13.047938359013237,12.770027875850733,13.760187895531379,12.667200894215272,40.254064324065794,104.35228550512826,10.743056637673007
AW kernel support bw10 [uv-pixels],,,,,,,,,,848.3832158902655,17.347600570708895,17.34760104396986,14.335871445119654,14.788610083750035,20.65665578815594,88.84095363698961,848.3832158902655,34.88584629534387,405.1105978013124,17.101170685607766,17.10117099823401,13.50086152030185,21.89187886291317,21.89187886291317,69.27208260473212,405.1105978013124,19.383441908547756,126.03437318849498,15.307031861870122,15.30703202402568,14.620833600524666,16.136819127892743,14.446777427915803,46.43511149161089,126.03437318849498,11.346388836635683,67.804392777867,15.13022941589271,15.13022897032772,14.463337438483697,15.934575859931257,14.29448978099339,37.075936589547275,67.804392777867,10.411652731775426,118.55848698547582,13.79777033496597,13.797770474695973,13.458955719374062,14.661408927844814,13.33330717546357,45.394013310393596,118.55848698547582,11.202072867454147
AW kernel support bw11 [uv-pixels],,,,,,,,,,952.9675962074481,18.693930743392606,18.693931288916072,15.741795651736716,15.741795651736716,24.574117286316703,99.04135282488264,952.9675962074481,42.73378590342897,453.78814846148873,18.409734884484003,18.409735245199347,14.216133327455548,26.173736421200537,26.173736421200537,77.13491216016979,453.78814846148873,22.916530163105005,140.6795830258081,16.331078477847882,16.331078666588883,15.530705948943687,17.294715210236152,15.327122550552259,51.55005992322876,140.6795830258081,12.009636302110158,75.49161127198158,16.125182340018526,16.125181820860846,15.346502338487714,17.060236040791725,15.148797739374217,41.0431340911126,75.49161127198158,10.626548561225707,132.30906382112826,14.56574967065566,14.56574983498821,14.166717132595421,15.57812999890034,14.018439993824053,50.38231712273793,132.30906382112826,11.79917683858202
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],3.292092432384001,2.018807181765414,2.018807181765414,0.37386856785626965,0.37386856785626965,0.7477371357125393,3.292092432384001,3.292092432384001,0.00018166238341372638,3.123330416639999,3.123330416639999,3.123330416639999,1.5616652083199996,1.5616652083199996,3.123330416639999,3.123330416639999,3.123330416639999,0.00043379589119999987,3.123330416639999,3.123330416639999,3.123330416639999,0.9791331546538908,0.9791331546538908,1.9582663093077817,3.123330416639999,3.123330416639999,0.00031699001123368945,3.123330416639999,3.123330416639999,3.123330416639999,0.6890841747134411,0.6890841747134411,1.3781683494268822,3.123330416639999,3.123330416639999,0.00022308794309662487,3.123330416639999,1.698828673679929,1.698828673679929,0.3145994018812811,0.3145994018812811,0.6291988037625622,3.123330416639999,3.123330416639999,0.00010185015908944967,3.123330416639999,3.123330416639999,3.123330416639999,1.184611290389301,1.184611290389301,2.369222580778602,3.123330416639999,3.123330416639999,0.00038351265315166315
Total buffer ingest rate [TeraBytes/s],0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705
Cleaning memory [PetaBytes],(undefined),0.015179375202229896,(undefined),0.0020822188206076676,0.001445985292088658,0.008262773097649475,13.537727443188897,(undefined),(undefined),(undefined),0.3084212182632336,(undefined),0.04230743734749433,0.04230743734749433,0.4230743734749433,481.36462048704647,(undefined),(undefined),(undefined),0.20189987671011375,(undefined),0.027695456338835907,0.019232955790858267,0.2564394105447769,420.15033023656247,(undefined),(undefined),(undefined),0.13742132837557602,(undefined),0.013090737728202254,0.013090737728202254,0.26181475456404507,428.95729387773144,(undefined),(undefined),(undefined),0.06639340092416032,(undefined),0.006324626669349213,0.006324626669349213,0.25298506677396854,414.49073340247,(undefined),(undefined),(undefined),0.21809907244328539,(undefined),0.02077608905304883,0.02077608905304883,0.2770145207073177,453.8605907268693,(undefined),(undefined)
Working (cache) memory [TeraBytes],5.064335387596523,0.00040488178118518924,0.00040488178118518924,4.574963986497719e-05,0.00011536501076555757,0.00011536501076555757,0.0003097075540675564,5.064335387596523,7.158349091275741e-05,28.353886635608,0.006326381067682769,0.006326381843544733,0.000529934629391,0.000529934629391,0.0014825521125707015,0.03134905154586793,28.353886635608,0.002350053334911455,2.2948495487520177,0.0032672918390792716,0.0032672921115198886,0.00022818254027207678,0.00034778976322711013,0.00034778976322711013,0.010995681015170657,2.2948495487520177,0.00021545226541462196,0.04527027825911691,0.00088161600237102,0.0008816160512740197,2.749065123896682e-05,4.60309886164862e-05,2.5676613788943275e-05,0.0021189472294002435,0.04527027825911691,4.819649313464732e-06,0.0034320508218362374,0.00041456962649495747,0.00041456956143042976,1.2923246912177798e-05,2.163296988254806e-05,1.2070479792527458e-05,0.0005167069269941851,0.0034320508218362374,3.80593962436689e-07,0.056434931708926,0.000729817687844758,0.0007298177345698292,2.4832972867793116e-05,4.188392090638549e-05,2.330314965380395e-05,0.00295912092392774,0.056434931708926,6.036457085921291e-06
Visibility I/O Rate [TeraBytes/s],0.914470120106667,5.607797727126149,1.12155954542523,1.2462285595208986,1.2462285595208986,2.4924571190417972,10.973641441280003,10.973641441280003,0.36332476682745274,0.8675917823999998,8.675917823999997,1.7351835647999996,5.205550694399998,5.205550694399998,10.411101388799995,10.411101388799995,10.411101388799995,0.8675917823999998,0.8675917823999998,8.675917823999997,1.7351835647999996,3.2637771821796364,3.2637771821796364,6.527554364359273,10.411101388799995,10.411101388799995,0.633980022467379,0.8675917823999998,8.675917823999997,1.7351835647999996,2.2969472490448037,2.2969472490448037,4.5938944980896075,10.411101388799995,10.411101388799995,0.44617588619324977,0.8675917823999998,4.718968537999802,0.9437937075999606,1.0486646729376037,1.0486646729376037,2.0973293458752074,10.411101388799995,10.411101388799995,0.20370031817889936,0.8675917823999998,8.675917823999997,1.7351835647999996,3.94870430129767,3.94870430129767,7.89740860259534,10.411101388799995,10.411101388799995,0.7670253063033263
Inter-Facet I/O Rate [TeraBytes/s],0.0,0.010008379254217511,0.0011120421393575014,0.0016779785367534315,0.0011652628727454387,0.0011652628727454387,1.9091666907061264,1.9091666907061264,0.11120421393575015,0.0,0.3558706364575772,0.039541181828619695,0.05966433472082533,0.05966433472082533,0.05966433472082533,67.88475417125014,67.88475417125014,3.954118182861969,0.0,0.3106151949386365,0.03451279943762628,0.05207692644909315,0.036164532256314684,0.036164532256314684,59.251969648745984,59.251969648745984,3.451279943762628,0.0,0.3171261424051754,0.03523623804501949,0.03692259359236533,0.03692259359236533,0.03692259359236533,60.49397734173135,60.49397734173135,3.5236238045019475,0.0,0.3064310811884322,0.034047897909825806,0.03567738121171351,0.03567738121171351,0.03567738121171351,58.45382137727141,58.45382137727141,3.404789790982579,0.0,0.33553703452813133,0.037281892725347925,0.039066150356160186,0.039066150356160186,0.039066150356160186,64.00598074353285,64.00598074353285,3.728189272534792
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.6323672603670755,9.288261748235161,1.0225372101738135,3.495205408236647,3.298021021526753,3.5109881806973826,28.64712507943139,0.5193047194555733,0.5008719502904942,0.6036604152474057,17.549899968852955,1.7832317386326044,14.375790182968348,13.543638159945747,14.114278460841534,340.60650054529555,0.12366797864959994,1.2533654239211665,0.6036604152474057,14.611820338545627,1.5136995228740129,8.84980173241805,8.429412886764744,8.708528873558326,282.9876715497811,0.12366797864959994,0.9189898737792912,0.6036604152474057,12.991731693274856,1.3681519928360515,6.095557549131641,5.879035662355411,6.099018671080067,275.4831457043256,0.12366797864959994,0.6607540657353375,0.6036604152474057,6.920928464114591,0.7324583589707587,2.7799061922385513,2.68337526279988,2.862049456213585,263.5177831226856,0.12366797864959994,0.32535412551360576,0.6036604152474057,13.92671576757018,1.4289233762414992,10.39151399108727,10.079078352067036,10.346944623720384,290.1590296287799,0.12366797864959994,1.1051859869323564
-> Identify Component [PetaFLOP/s],,0.07297776539533606,,0.0012235260163827107,0.0008496708447102155,0.004855261969772661,7.954861211275527,,,,1.4827943185732386,,0.024860139467010555,0.024860139467010555,0.24860139467010556,282.8531423802089,,,,0.9706724841832391,,0.016274039515341607,0.01130141633009834,0.15068555106797782,246.8832068697749,,,,0.6606794633441155,,0.0076922069984094454,0.0076922069984094454,0.1538441399681889,252.0582389238807,,,,0.3191990429046169,,0.003716393876220157,0.003716393876220157,0.1486557550488063,243.5575890719642,,,,1.0485532329004108,,0.012208171986300056,0.012208171986300056,0.16277562648400076,266.69158643138684,,
-> Receive [PetaFLOP/s],0.00015303096547555553,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,0.14720469033706143,0.016356076704117935,0.026655444189752554,0.0,0.0,0.0,,0.0,,0.44637597204479984,0.04959733022719999,0.2505171271679999,0.05010342543359999,0.04453637816319999,0.0,,0.0,,0.3279496937471999,0.036438854860799993,0.157069276892395,0.0,0.0,0.0,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0,,0.12387292412249483,0.013763658235832758,0.0,0.0,0.0,0.0,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0
-> Demix [PetaFLOP/s],0.62127414239232,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,
-> Visibility Weighting [PetaFLOP/s],,0.0008774607639387945,9.749564043764384e-05,7.944264740494452e-05,7.861383958459537e-05,0.00015722767916919074,0.0016516118510884372,,1.4740449181011487e-05,,0.0019631322949050143,0.00021812581054500162,0.00018289514251529183,0.00018289514251529183,0.00036443594771448927,0.0011955647265367239,,1.6610273184708557e-05,,0.0011082040464388495,0.00012313378293764995,9.199663294939779e-05,8.463167039758563e-05,0.00016926334079517125,0.0011955647265367239,,9.109116636118268e-06,,0.0007736116060678187,8.595684511864652e-05,5.9561195476861966e-05,5.9561195476861966e-05,0.00011912239095372393,0.0011955647265367239,,6.410719295823568e-06,,0.00035311146427134595,3.923460714126066e-05,2.7190497762023343e-05,2.7190497762023343e-05,5.438099552404669e-05,0.0011955647265367239,,2.926795732738591e-06,,0.0014946658180329138,0.00016607397978143487,0.00010241960451675375,0.00010241960451675375,0.0002048392090335075,0.0011955647265367239,,1.1024663227374318e-05
